id,project_name,address,suburb,postcode,council_short,category_label,filter_group,stage_label,status_raw,cost,cost_confidence,electrical_estimate_low,electrical_estimate_high,opportunity_score,priority_label,builder,dwellings_new,lots_proposed,gfa_proposed,storeys,distance_km,date_lodged,date_determined,contact_window,contact_target,source_ref,council_ref,lat,lon
TS-NEWC-668764,"Dwelling house, Maryville",10 the Lane Maryville 2293,Maryville,2293,Newcastle,New residential,Residential,DA on public exhibition,Under Assessment,182840.0,high,10970,18284,38,Low priority,,1,,,,2.8,2026-08-27,,Register interest now,Developer or architect,PAN-668764,DA2026/01895,-32.911138209,151.759923433
TS-LAKE-655507,"Dwelling house, Valentine",16 Albert Street Valentine 2280,Valentine,2280,Lake Macquarie,New residential,Residential,DA under assessment,Under Assessment,170000.0,medium,10200,17000,38,Low priority,,,,,,16.8,2026-07-17,,"Register interest now, follow up at approval","Developer, architect or planning consultant",PAN-655507,DA/1086/2026,-33.012511814,151.632339422
TS-MAIT-668372,"Dwelling house, Chisholm",6 Basker Street Chisholm 2322,Chisholm,2322,Maitland,New residential,Residential,DA under assessment,Under Assessment,150000.0,high,9000,15000,38,Low priority,,1,,,1,24.0,2026-08-24,,"Register interest now, follow up at approval","Developer, architect or planning consultant",PAN-668372,DA/2026/672,-32.748422564,151.64039705
TS-NEWC-946476,"Dwelling house, Hamilton East",55 Denison Street Hamilton East 2303,Hamilton East,2303,Newcastle,New residential,Residential,Construction certificate issued,Determined,149300.0,medium,8958,14930,38,Low priority,,0,,127.0,1,2.6,2026-07-02,2026-07-02,Call this week,Site manager or contracts administrator at the named builder,CFT-946476,,-32.925514276,151.754315113
TS-NEWC-991897,"Dwelling house, Stockton",6 Hunter Street Stockton 2295,Stockton,2295,Newcastle,New residential,Residential,Construction certificate issued,Determined,144000.0,medium,8640,14400,38,Low priority,,0,,103.0,1,1.1,2026-07-14,2026-07-16,Call this week,Site manager or contracts administrator at the named builder,CFT-991897,,-32.91838912,151.784023154
TS-NEWC-996250,"Dwelling house, New Lambton",7 High Street New Lambton 2305,New Lambton,2305,Newcastle,New residential,Residential,Construction certificate issued,Determined,137500.0,medium,8250,13750,38,Low priority,,0,,209.0,1,6.7,2026-07-22,2026-07-22,Call this week,Site manager or contracts administrator at the named builder,CFT-996250,,-32.928427076,151.709856118
TS-NEWC-1009298,"Dwelling house, Stockton",56 Hunter Street Stockton 2295,Stockton,2295,Newcastle,New residential,Residential,Construction certificate issued,Determined,136000.0,medium,8160,13600,38,Low priority,,0,,280.0,2,1.3,2026-08-12,2026-08-27,Call this week,Site manager or contracts administrator at the named builder,CFT-1009298,,-32.916672421,151.780688313
TS-NEWC-988771,"Dwelling house, Mayfield",45 Valencia Street Mayfield 2304,Mayfield,2304,Newcastle,New residential,Residential,Construction certificate issued,Determined,120000.0,medium,7200,12000,38,Low priority,,0,,274.4,1,5.0,2026-07-08,2026-09-04,Call this week,Site manager or contracts administrator at the named builder,CFT-988771,,-32.902515916,151.737582777
TS-NEWC-987753,"Secondary dwelling, Lambton",80 Croudace Street Lambton 2299,Lambton,2299,Newcastle,New residential,Residential,Construction certificate issued,Determined,119900.0,medium,7194,11990,38,Low priority,,0,,0.0,1,7.4,2026-07-08,2026-08-04,Call this week,Site manager or contracts administrator at the named builder,CFT-987753,,-32.916043957,151.703349067
TS-NEWC-1002000,"Dwelling house, Hamilton South",77 Turnbull Street Hamilton South 2303,Hamilton South,2303,Newcastle,New residential,Residential,Construction certificate issued,Determined,105000.0,medium,6300,10500,38,Low priority,,0,,138.7,1,3.1,2026-07-30,2026-09-02,Call this week,Site manager or contracts administrator at the named builder,CFT-1002000,,-32.933545533,151.748565631
TS-NEWC-998701,"Dwelling house, Adamstown Heights",34 Lucas Crescent Adamstown Heights 2289,Adamstown Heights,2289,Newcastle,New residential,Residential,Construction certificate issued,Determined,85000.0,high,5100,8500,38,Low priority,,1,,0.0,0,7.1,2026-07-26,2026-07-26,Call this week,Site manager or contracts administrator at the named builder,CFT-998701,,-32.949893408,151.709745723
TS-NEWC-1010286,"Dual occupancy, Cooks Hill",50 Parkway Avenue Cooks Hill 2300,Cooks Hill,2300,Newcastle,New residential,Residential,Construction certificate issued,Determined,84000.0,suspect,,,38,Low priority,YARRUM HOUSE AND LAND,0,,581.0,2,1.8,2026-08-13,2026-08-24,Call this week,YARRUM HOUSE AND LAND — site manager or contracts administrator,CFT-1010286,,-32.937560895,151.765480278
TS-NEWC-963335,"Dwelling house, Stockton",39 Hereford Street Stockton 2295,Stockton,2295,Newcastle,New residential,Residential,Construction certificate issued,Determined,83600.0,medium,5016,8360,38,Low priority,,0,0,4.0,2,2.2,2026-05-27,2026-06-16,Call this week,Site manager or contracts administrator at the named builder,CFT-963335,,-32.908604441,151.783826299
TS-NEWC-992994,"Dwelling house, Adamstown",18 Fletcher Street Adamstown 2289,Adamstown,2289,Newcastle,New residential,Residential,Construction certificate issued,Determined,80000.0,high,4800,8000,38,Low priority,,0,,275.68,2,5.7,2026-07-16,2026-07-20,Call this week,Site manager or contracts administrator at the named builder,CFT-992994,,-32.939168459,151.722379024
TS-NEWC-660811,"Change of use of land or a building or the classification of a building under the Building Code of Australia, Beresfield",3 Bowden Way Beresfield 2322,Beresfield,2322,Newcastle,Commercial,Commercial,Development approved,Determined,80000.0,medium,7200,12000,38,Low priority,,,,,,19.6,2026-08-03,2026-08-28,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-660811,DA2026/01790,-32.803209107,151.633205853
TS-NEWC-984995,"Alterations or additions to an existing building or structure, North Lambton",65 Dent Street North Lambton 2299,North Lambton,2299,Newcastle,New residential,Residential,Construction certificate issued,Determined,70000.0,high,4200,7000,38,Low priority,,1,,42.0,1,7.6,2026-07-02,2026-09-15,Call this week,Site manager or contracts administrator at the named builder,CFT-984995,,-32.903701367,151.706307899
TS-NEWC-1009552,"Dwelling house, Mayfield",38 Nevill Street Mayfield 2304,Mayfield,2304,Newcastle,New residential,Residential,Construction certificate issued,Determined,70000.0,high,4200,7000,38,Low priority,,1,,0.0,1,4.8,2026-08-12,2026-09-17,Call this week,Site manager or contracts administrator at the named builder,CFT-1009552,,-32.904798386,151.738904673
TS-NEWC-972695,"Dwelling house, New Lambton Heights",185 Croudace Street New Lambton Heights 2305,New Lambton Heights,2305,Newcastle,New residential,Residential,Construction certificate issued,Determined,68189.0,medium,4091,6819,38,Low priority,,0,,250.0,1,7.6,2026-06-12,2026-06-18,Call this week,Site manager or contracts administrator at the named builder,CFT-972695,,-32.923833517,151.700956757
TS-LAKE-1003064,"Alterations or additions to an existing building or structure, Cardiff Heights",15 Main Road Cardiff Heights 2285,Cardiff Heights,2285,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,60000.0,medium,3600,6000,38,Low priority,,0,,160.0,1,9.1,2026-08-02,2026-08-04,Call this week,Site manager or contracts administrator at the named builder,CFT-1003064,,-32.938050021,151.684735613
TS-NEWC-982026,"Demolition, Hamilton",30 Bibby Street Hamilton 2303,Hamilton,2303,Newcastle,New residential,Residential,Construction certificate issued,Determined,56906.0,medium,3414,5691,38,Low priority,,0,,5.0,1,3.9,2026-06-29,2026-08-12,Call this week,Site manager or contracts administrator at the named builder,CFT-982026,,-32.91914517,151.741032289
TS-NEWC-978430,"Dwelling house, Georgetown",34 Mabel Street Georgetown 2298,Georgetown,2298,Newcastle,New residential,Residential,Construction certificate issued,Determined,35980.0,suspect,,,38,Low priority,NAECO POOLS AND LANDSCAPES PTY LTD,1,,68.86,1,5.1,2026-05-26,2026-07-01,Call this week,NAECO POOLS AND LANDSCAPES PTY LTD — site manager or contracts administrator,CFT-978430,,-32.907644888,151.733367643
TS-LAKE-978495,"Place of public worship, Wyee","20 Gorokan Rd, Wyee NSW 2259",Wyee,2259,Lake Macquarie,Commercial,Commercial,Construction certificate issued,Determined,22500.0,suspect,,,38,Low priority,JSC CONSTRUCTION PTY LTD,0,1,281.0,1,39.2,2026-06-23,2026-08-05,Call this week,JSC CONSTRUCTION PTY LTD — site manager or contracts administrator,CFT-978495,,-33.178963559,151.485740017
TS-CESS-381728,"Warehouse or distribution centre, Sawyers Gully",145 Bishops Bridge Road Sawyers Gully 2326,Sawyers Gully,2326,Cessnock,Industrial,Industrial,Complying development approved,Approved,458955953.0,unverified,,,37,Low priority,,,,,,32.9,2026-09-11,2026-09-11,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-381728,26000346,-32.776651781,151.478948053
TS-LAKE-654749,"3-lot subdivision, Wyee",17 Koiyog Road Wyee 2259,Wyee,2259,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,1336058.98,high,80164,133606,37,Low priority,,2,3,,,39.0,2026-07-13,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-654749,DA/1073/2026,-33.182436649,151.493115101
TS-CESS-663360,"Dwelling house, Richmond Vale",647 Lake Road Richmond Vale 2323,Richmond Vale,2323,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,1300000.0,high,78000,130000,37,Low priority,,1,,,1,31.1,2026-08-19,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-663360,8/2026/579/1,-32.870894543,151.455336807
TS-MAIT-639472,"2-lot subdivision, Lochinvar",56 Lilac Avenue Lochinvar 2321,Lochinvar,2321,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,890000.0,high,53400,89000,37,Low priority,,2,2,,1,38.8,2026-05-27,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-639472,DA/2026/382,-32.706991111,151.460302443
TS-LAKE-658348,"Dwelling house, Catherine Hill Bay",86 Surfside Drive Catherine Hill Bay 2281,Catherine Hill Bay,2281,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,884010.0,high,53041,88401,37,Low priority,,1,,,2,30.2,2026-07-27,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-658348,DA/1158/2026,-33.165325514,151.624039602
TS-LAKE-639719,"Dwelling house, Catherine Hill Bay",27 Woodbury Circuit Catherine Hill Bay 2281,Catherine Hill Bay,2281,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,864603.0,high,51876,86460,37,Low priority,,1,,,,29.8,2026-05-27,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-639719,DA/746/2026,-33.160337766,151.620699475
TS-LAKE-655298,"Dwelling house, Pinny Beach",96 Mine Camp Road Pinny Beach 2281,Pinny Beach,2281,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,805000.0,high,48300,80500,37,Low priority,,1,,,1,26.6,2026-07-14,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-655298,DA/1081/2026,-33.131860361,151.632635248
TS-CESS-654914,"2-lot subdivision, Bellbird",72 Abbotsford Street Bellbird 2325,Bellbird,2325,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,798808.0,high,47928,79881,37,Low priority,,2,2,,1,44.1,2026-07-13,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-654914,8/2026/470/1,-32.848468197,151.319402949
TS-PORT-656205,"Dwelling house, Salamander Bay",330A Wanda Avenue Salamander Bay 2317,Salamander Bay,2317,Port Stephens,New residential,Residential,DA — info requested,Additional Information Requested,780089.0,high,46805,78009,37,Low priority,,1,,,1,36.0,2026-07-14,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-656205,DA 16-2026-413-1,-32.725069944,152.082123115
TS-CESS-663146,"2-lot subdivision, Bellbird",17 Majesty Street Bellbird 2325,Bellbird,2325,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,772377.0,high,46343,77238,37,Low priority,,2,2,,1,44.0,2026-08-19,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-663146,8/2026/560/1,-32.848443082,151.319759345
TS-CESS-666274,"Dwelling house (2 dwellings), Kitchener",69 Abernethy Street Kitchener 2325,Kitchener,2325,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,770000.0,high,46200,77000,37,Low priority,,2,,,1,38.4,2026-08-18,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-666274,8/2026/594/1,-32.879830548,151.374300634
TS-CESS-658384,"Dwelling house, Rothbury",132 Creekside Place Rothbury 2320,Rothbury,2320,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,767250.0,high,46035,76725,37,Low priority,,1,,,,47.9,2026-07-22,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-658384,8/2026/512/1,-32.710259755,151.339868521
TS-LAKE-621013,"2-lot subdivision, Dora Creek",95 Coorumbung Road Dora Creek 2264,Dora Creek,2264,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,766606.0,high,45996,76661,37,Low priority,,2,2,,,31.6,2026-07-07,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-621013,DA/1022/2026,-33.077417045,151.492694301
TS-LAKE-653477,"2-lot subdivision, Cooranbong",111B Avondale Road Cooranbong 2265,Cooranbong,2265,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,750000.0,high,45000,75000,37,Low priority,,1,2,,,33.3,2026-07-09,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-653477,DA/1038/2026,-33.065318421,151.464663897
TS-MAIT-629163,"Multi-dwelling housing (2 dwellings), East Maitland",6 Park Street East Maitland 2323,East Maitland,2323,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,750000.0,high,45000,75000,37,Low priority,,2,2,,,27.0,2026-08-25,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-629163,DA/2026/277,-32.750911646,151.583989536
TS-CESS-665762,"3-lot subdivision, Cessnock",25 Comfort Avenue Cessnock 2325,Cessnock,2325,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,720000.0,high,43200,72000,37,Low priority,,2,3,,,40.6,2026-08-19,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-665762,8/2026/583/1,-32.825782359,151.364816417
TS-MAIT-661429,"3-lot subdivision, Tenambit",166 Maize Street Tenambit 2323,Tenambit,2323,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,698482.4,high,41909,69848,37,Low priority,,2,3,,,25.7,2026-08-06,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-661429,DA/2026/604,-32.744359679,151.614321456
TS-CESS-670789,"Dwelling house, Pokolbin",30 Cedar Drive Pokolbin 2320,Pokolbin,2320,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,677697.0,high,40662,67770,37,Low priority,,1,,,1,47.7,2026-09-03,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-670789,8/2026/662/1,-32.732342305,151.326967511
TS-LAKE-659421,"Dwelling house, Wyee",111 Soreina Drive Wyee 2259,Wyee,2259,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,671324.0,high,40279,67132,37,Low priority,,1,,,2,40.4,2026-07-29,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-659421,DA/1182/2026,-33.187911636,151.478533888
TS-CESS-662111,"Dwelling house, Branxton",2 Thomas Street Branxton 2335,Branxton,2335,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,568162.0,high,34090,56816,37,Low priority,,1,,,2,49.5,2026-08-11,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-662111,8/2025/508/4,-32.664572318,151.354425128
TS-CESS-668637,"Dwelling house, Kurri Kurri",122 Northcote Street Kurri Kurri 2327,Kurri Kurri,2327,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,559850.0,high,33591,55985,37,Low priority,,1,,,,31.4,2026-08-31,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-668637,8/2026/641/1,-32.813581517,151.474305992
TS-PORT-641903,"2-lot subdivision, Soldiers Point",35 Ash Street Soldiers Point 2317,Soldiers Point,2317,Port Stephens,New residential,Residential,DA — info requested,Additional Information Requested,550000.0,high,33000,55000,37,Low priority,,1,2,,,36.1,2026-06-04,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-641903,DA 16-2026-325-1,-32.710897964,152.068267007
TS-MAIT-648877,"Dwelling house, Gillieston Heights",9 Outcrop Avenue Gillieston Heights 2321,Gillieston Heights,2321,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,542202.0,high,32532,54220,37,Low priority,,1,,,,30.4,2026-06-30,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-648877,DA/2026/488,-32.76112268,151.524214166
TS-CESS-669962,"Dwelling house, Heddon Greta",31 Floribunda Close Heddon Greta 2321,Heddon Greta,2321,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,536781.0,high,32207,53678,37,Low priority,,1,,,,28.2,2026-08-28,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-669962,8/2026/645/1,-32.804235747,151.518289995
TS-CESS-669920,"Dwelling house, Heddon Greta",48 Ballyneal Crescent Heddon Greta 2321,Heddon Greta,2321,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,532500.0,high,31950,53250,37,Low priority,,1,,,1,27.5,2026-08-28,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-669920,8/2026/644/1,-32.8126284,151.521030884
TS-LAKE-363500,"Specialised Retail Premises, Bennetts Green","7-15 Groves Rd, Bennetts Green",Bennetts Green,2290,Lake Macquarie,Residential renovation,Residential,Complying development approved,Approved,420000.0,medium,21000,46200,37,Low priority,,,,,1,11.5,2026-06-04,2026-06-25,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-363500,CDC 26-10708,-32.995896928,151.688844593
TS-CESS-667878,"Secondary dwelling, North Rothbury",4 Craftsman Road North Rothbury 2335,North Rothbury,2335,Cessnock,New residential,Residential,Development approved,Determined,413600.0,high,24816,41360,37,Low priority,,1,,,1,50.5,2026-08-21,2026-09-04,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-667878,8/2026/610/1,-32.67002977,151.337665267
TS-CESS-668739,"Dwelling house, Cessnock LGA",5 Stonewall Drive North Rothbury,Address not supplied,,Cessnock,New residential,Residential,Development approved,Determined,357847.0,high,21471,35785,37,Low priority,,1,,,1,50.5,2026-08-31,2026-09-14,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-668739,8/2026/629/1,-32.671771232,151.3361685
TS-LAKE-658624,"Dwelling house, Argenton",47 Park Avenue Argenton 2284,Argenton,2284,Lake Macquarie,New residential,Residential,DA on public exhibition,Under Assessment,354229.0,medium,21254,35423,37,Low priority,,,,,2,13.7,2026-08-02,,Register interest now,Developer or architect,PAN-658624,DA/1162/2026,-32.932128659,151.635012977
TS-LAKE-671788,"Secondary dwelling, Warners Bay",21 Warner Street Warners Bay 2282,Warners Bay,2282,Lake Macquarie,New residential,Residential,DA on public exhibition,Under Assessment,324464.0,high,19468,32446,37,Low priority,,1,,,,13.6,2026-09-14,,Register interest now,Developer or architect,PAN-671788,DA/1425/2026,-32.976193905,151.647803638
TS-NEWC-662386,"Secondary dwelling, Beresfield",26 Hawthorne Street Beresfield 2322,Beresfield,2322,Newcastle,New residential,Residential,DA on public exhibition,Under Assessment,250000.0,high,15000,25000,37,Low priority,,1,,,1,18.5,2026-08-07,,Register interest now,Developer or architect,PAN-662386,DA2026/01813,-32.801385402,151.653403179
TS-LAKE-645411,"Secondary dwelling, Cardiff",29 Johnstone Street Cardiff 2285,Cardiff,2285,Lake Macquarie,New residential,Residential,DA on public exhibition,Under Assessment,250000.0,high,15000,25000,37,Low priority,,1,,,1,11.6,2026-06-17,,Register interest now,Developer or architect,PAN-645411,DA/864/2026,-32.933413787,151.657220238
TS-LAKE-377833,"Alterations or additions to an existing building or structure, Gateshead",Suite 1 6-8 Sydney Street Gateshead 2290,Gateshead,2290,Lake Macquarie,Residential renovation,Residential,Complying development approved,Approved,235604.0,medium,11780,25916,37,Low priority,,,,,,10.3,2026-08-18,2026-08-20,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-377833,202600390,-32.982142601,151.69133343
TS-MAIT-635755,"Shop top housing, Maitland",20 Victoria Street Maitland 2320,Maitland,2320,Maitland,Commercial,Commercial,DA — info requested,Additional Information Requested,220000.0,high,19800,33000,37,Low priority,,1,,,,29.8,2026-06-18,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-635755,DA/2026/443,-32.73654402,151.559429409
TS-CESS-669179,"Residential flat building (2 dwellings), Cessnock",U 1 15 Bent Street Cessnock 2325,Cessnock,2325,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,219862.0,high,13192,21986,37,Low priority,,2,,,1,41.6,2026-08-31,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-669179,8/2024/762/2,-32.830820376,151.351889901
TS-MAIT-666453,"Residential flat building, Metford",28 Wakehurst Crescent Metford 2323,Metford,2323,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,199100.0,medium,11946,19910,37,Low priority,,,,,,25.1,2026-08-18,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-666453,DA/2026/660,-32.761367509,151.601205029
TS-LAKE-666965,"Dwelling house, Wangi Wangi",133B Dobell Drive Wangi Wangi 2267,Wangi Wangi,2267,Lake Macquarie,New residential,Residential,DA on public exhibition,Under Assessment,193392.0,high,11604,19339,37,Low priority,,1,,,1,23.7,2026-08-20,,Register interest now,Developer or architect,PAN-666965,DA/2120/2023/B,-33.070415693,151.592720107
TS-MAIT-615799,"Erection of a new structure, Horseshoe Bend",11 James Street Horseshoe Bend 2320,Horseshoe Bend,2320,Maitland,Industrial,Industrial,DA — info requested,Additional Information Requested,192500.0,medium,19250,34650,37,Low priority,,,,,,29.7,2026-07-17,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-615799,DA/2026/546,-32.735728559,151.562126817
TS-NEWC-993498,"Dwelling house, Wallsend",33 Dangar Street Wallsend 2287,Wallsend,2287,Newcastle,New residential,Residential,Construction certificate issued,Determined,149174.3,medium,8950,14917,37,Low priority,,0,,113.0,1,10.3,2026-08-24,2026-08-24,Call this week,Site manager or contracts administrator at the named builder,CFT-993498,,-32.905169807,151.675261384
TS-MAIT-992803,"Dwelling house, Chisholm",4 Red Arrow Close Chisholm 2322,Chisholm,2322,Maitland,New residential,Residential,Construction certificate issued,Determined,142000.0,medium,8520,14200,37,Low priority,,0,,55.0,1,22.8,2026-07-16,2026-08-06,Call this week,Site manager or contracts administrator at the named builder,CFT-992803,,-32.76493626,151.634901666
TS-MAIT-1005084,"Dwelling house, Chisholm",9 Darkmouth Street Chisholm 2322,Chisholm,2322,Maitland,New residential,Residential,Construction certificate issued,Determined,137000.0,medium,8220,13700,37,Low priority,,0,,53.0,1,24.2,2026-08-13,2026-08-18,Call this week,Site manager or contracts administrator at the named builder,CFT-1005084,,-32.749990822,151.632775342
TS-LAKE-1013706,"Dwelling house, Charlestown",184 Kahibah Road Charlestown 2290,Charlestown,2290,Lake Macquarie,New residential,Residential,Construction certificate lodged,Under Assessment,136250.0,medium,8175,13625,37,Low priority,,0,0,353.0,1,8.6,2026-09-03,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1013706,,-32.9652701,151.700495126
TS-LAKE-982451,"Alterations or additions to an existing building or structure, Macquarie Hills",1 Sacramento Avenue Macquarie Hills 2285,Macquarie Hills,2285,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,128700.0,medium,7722,12870,37,Low priority,,0,,295.0,2,12.5,2026-07-06,2026-07-13,Call this week,Site manager or contracts administrator at the named builder,CFT-982451,,-32.95268562,151.651183715
TS-CESS-656548,"Erection of a new structure, Greta",6 Usher Street Greta 2334,Greta,2334,Cessnock,Industrial,Industrial,Development approved,Determined,112200.0,high,11220,20196,37,Low priority,,1,,,,45.8,2026-07-21,2026-09-16,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-656548,8/2026/487/1,-32.690381263,151.38224179
TS-LAKE-1000370,"Dwelling house, Jewells",4 Finsbury Close Jewells 2280,Jewells,2280,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,107250.0,medium,6435,10725,37,Low priority,,0,,191.0,2,13.5,2026-08-05,2026-09-10,Call this week,Site manager or contracts administrator at the named builder,CFT-1000370,,-33.016084422,151.681411622
TS-LAKE-964106,"Dwelling house, Cardiff South",48 Fifth Street Cardiff South 2285,Cardiff South,2285,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,104531.0,high,6272,10453,37,Low priority,,1,1,313.0,1,11.1,2026-06-09,2026-07-10,Call this week,Site manager or contracts administrator at the named builder,CFT-964106,,-32.953030496,151.666643132
TS-PORT-958476,"Dwelling house, Raymond Terrace",8 Earl Grey Crescent Raymond Terrace 2324,Raymond Terrace,2324,Port Stephens,New residential,Residential,Construction certificate issued,Determined,104500.0,medium,6270,10450,37,Low priority,,0,1,161.0,1,19.0,2026-05-25,2026-06-10,Call this week,Site manager or contracts administrator at the named builder,CFT-958476,,-32.758316739,151.762007872
TS-NEWC-1025957,"Dwelling house, Tighes Hill",16 Margaret Street Tighes Hill 2297,Tighes Hill,2297,Newcastle,New residential,Residential,Construction certificate lodged,Under Assessment,100000.0,medium,6000,10000,37,Low priority,,0,,108.5,1,3.6,2026-09-08,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1025957,,-32.90607978,151.753647055
TS-LAKE-1000090,"Dwelling house, Caves Beach",38 Park Avenue Caves Beach 2281,Caves Beach,2281,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,100000.0,medium,6000,10000,37,Low priority,,0,,285.13,2,24.0,2026-07-28,2026-07-30,Call this week,Site manager or contracts administrator at the named builder,CFT-1000090,,-33.109315638,151.641165971
TS-LAKE-1001452,"Alterations or additions to an existing building or structure, Valentine",27 Christopher Avenue Valentine 2280,Valentine,2280,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,100000.0,medium,6000,10000,37,Low priority,,0,,0.0,0,16.5,2026-07-30,2026-08-13,Call this week,Site manager or contracts administrator at the named builder,CFT-1001452,,-33.012756708,151.636131823
TS-LAKE-990599,"Erection of a new structure, Fishing Point",76 Sealand Road Fishing Point 2283,Fishing Point,2283,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,97000.0,medium,5820,9700,37,Low priority,,0,,0.0,0,22.4,2026-07-13,2026-08-25,Call this week,Site manager or contracts administrator at the named builder,CFT-990599,,-33.054851734,151.594230111
TS-PORT-383793,"Office Premise, Heatherbrae",U 10 69 Camfield Drive Heatherbrae 2324,Heatherbrae,2324,Port Stephens,Commercial,Commercial,Complying development lodged,Under Assessment,95000.0,medium,8550,14250,37,Low priority,,,,,,16.1,2026-09-14,,Call within a month,Applicant or their builder,CDC-383793,250216,-32.785749037,151.749258619
TS-PORT-978779,"Secondary dwelling, Raymond Terrace",75 Mount Hall Road Raymond Terrace 2324,Raymond Terrace,2324,Port Stephens,New residential,Residential,Construction certificate issued,Determined,88000.0,high,5280,8800,37,Low priority,,1,,54.0,1,18.4,2026-07-14,2026-09-02,Call this week,Site manager or contracts administrator at the named builder,CFT-978779,,-32.763360877,151.764792994
TS-NEWC-1022192,"Dwelling house, Merewether Heights",8 the Grove Merewether Heights 2291,Merewether Heights,2291,Newcastle,New residential,Residential,Construction certificate lodged,Under Assessment,86460.8,medium,5188,8646,37,Low priority,,0,,316.4,2,5.1,2026-09-02,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1022192,,-32.944315778,151.731001753
TS-PORT-990945,"Erection of a new structure, Raymond Terrace",33 Sailors Way Raymond Terrace 2324,Raymond Terrace,2324,Port Stephens,New residential,Residential,Construction certificate issued,Determined,83602.0,medium,5016,8360,37,Low priority,,0,,0.0,0,21.0,2026-07-14,2026-07-21,Call this week,Site manager or contracts administrator at the named builder,CFT-990945,,-32.739580157,151.771825356
